annotation_id,annotator,created_at,id,label,lead_time,text,updated_at
11550,1,2025-11-15T13:47:23.964322Z,578,"[{""start"":44,""end"":50,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":104,""end"":110,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":140,""end"":146,""text"":""Google"",""labels"":[""SERVICE""]}]",235.697,There are lots of useful bookmarklets for Google services : Subscribe in Reader Translate Bookmark in Google Bookmarks Add Event Map this Google Cache Definitions,2025-11-15T13:47:23.964322Z
11551,1,2025-11-15T13:47:39.034437Z,579,"[{""start"":80,""end"":86,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":88,""end"":94,""text"":""Amazon"",""labels"":[""SERVICE""]},{""start"":144,""end"":151,""text"":""general"",""labels"":[""UI_ELEMENT""]}]",81.662,"This blog has a pretty good outline of Saas vs PaaS vs IaaS and compares what Google, Amazon, Azure and other ""cloud"" providers offer. Here's generally how they breakdown: For more information check out this blog post about how Cloud computing compares vs traditional dedicated servers or VPS/VMs. or this post specific for Azure terms and definitions .",2025-11-15T13:47:39.034437Z
11552,1,2025-11-15T13:47:50.061148Z,580,"[{""start"":228,""end"":235,""text"":""Spotify"",""labels"":[""SERVICE""]}]",102.66,The closest you can do right now is to star/favorite your music. You click on the star icon next to the track and it'll go into your starred tracks (it is under Library/Starred). You might want to suggest this as a feature in Spotify's suggestion box .,2025-11-15T13:47:50.061148Z
11553,1,2025-11-15T13:48:02.449189Z,581,[],697.547,"Many of the projects have a ""Downloads"" tab where they will offer the source code in a zip file. This might be the easiest way to access a specific version of the code. As for accessing the live repository you might be out of luck.",2025-11-15T13:48:02.449189Z
11554,1,2025-11-15T13:48:48.901886Z,582,[],291.947,Website or bookmarklet to get a screenshot of a webpage. Is there a website or bookmarklet which given a URL will output a screenshot of that page? Ideally there should be options to resize the outputted image.,2025-11-15T13:48:48.901886Z
11555,1,2025-11-15T13:48:53.974811Z,583,"[{""start"":33,""end"":46,""text"":""Google Sheets"",""labels"":[""SERVICE""]},{""start"":33,""end"":39,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":97,""end"":110,""text"":""Google Sheets"",""labels"":[""SERVICE""]},{""start"":97,""end"":103,""text"":""Google"",""labels"":[""SERVICE""]}]",344.856,"How to plot time series graph in Google Sheets?. I know it is possible to plot graph or chart in Google Sheets but the problem with current plotting way is that you can only specify the Y, but not the X, and as such there is no way to plot a time series graph (time vs displacement for example). Any idea on how to do this?",2025-11-15T13:48:53.974811Z
11556,1,2025-11-15T13:49:09.711258Z,592,"[{""start"":45,""end"":51,""text"":""Tumblr"",""labels"":[""SERVICE""]},{""start"":111,""end"":119,""text"":""Facebook"",""labels"":[""SERVICE""]}]",323.8,I use the following bookmarklets: Share on Tumblr ReclaimPrivacy (This checks how much accessible you are in Facebook),2025-11-15T13:49:11.505847Z
11557,1,2025-11-15T13:49:20.861856Z,595,"[{""start"":153,""end"":160,""text"":""Firefox"",""labels"":[""APP""]}]",53.842,"You can try Aviary It's very simple: copy paste the url of the site and Aviary will load it up in its online image editor (see below) They also have a Firefox addon and a bookmarklet, in which case it will fill in your current website for you (but on the same tab, so watch out!)",2025-11-15T13:49:20.861856Z
11558,1,2025-11-15T13:49:34.285998Z,601,"[{""start"":507,""end"":511,""text"":"".doc"",""labels"":[""FILE_TYPE""]}]",37.951,"I have a large screen. Some websites don't limit the maximum width of the content. That often makes long texts unreadable. So my favorite bookmarklet is this. It limits the maximum width of the page. javascript:(function(){var%20newSS,%20styles='body%20{max-width:%20800px;}';%20if(document.createStyleSheet)%20{document.createStyleSheet(%22javascript:'%22+styles+%22'%22);}%20else%20{newSS=document.createElement('link');%20newSS.rel='stylesheet';%20newSS.href='data:text/css,'+escape(styles);%20document.documentElement.childNodes[0].appendChild(newSS);}})();",2025-11-15T13:49:34.285998Z
11559,1,2025-11-15T13:49:49.440968Z,603,"[{""start"":8,""end"":14,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":51,""end"":57,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":88,""end"":93,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":172,""end"":179,""text"":""archive"",""labels"":[""UI_ELEMENT""]}]",233.447,"I use Google Groups with my friends. If you have Google Account (e.g. you already use Gmail), you can use it. It's basicaly a simple mailing list with on-line searchable archive.",2025-11-15T13:49:49.440968Z
11560,1,2025-11-15T13:49:53.434856Z,606,[],98.202,"You can: create a regular playlist, name it TO-LISTEN-LATER or something similar send or drag'n'drop track to this playlist. Later you'll listen to these tracks and decide what to do with them (remove, move to other playlist, etc). I know it's obvious, so I'm guessing you don't like something about this idea. Let me know what it is.",2025-11-15T13:49:53.434856Z
11561,1,2025-11-15T13:53:14.034949Z,607,[],365.237,"How can I backup my blogspot.com hosted blog?. I have a blog hosted on blogspot.com, and I'd like to back it up. How can I do that?",2025-11-15T13:53:14.034949Z
11562,1,2025-11-15T13:54:07.774293Z,608,"[{""start"":374,""end"":381,""text"":""Twitter"",""labels"":[""SERVICE""]}]",215.394,"Shorter URLs are easier to work with, you can spell them over the phone, etc. Most URL shortening services allow you to monitor their use. Short URLs don't break in the e-mail. Some e-mail clients break long lines of text and this can cause the URL to be unclickable or it can lead to a wrong address (half of the URL is cut off). If your character count is limited (e.g. Twitter), short URLs come in handy. Also, URL shorteners can prevent linkrot. You can create a shortened URL. Then if the original URL changes, you can update the shortened URL with new URL. People that click on the short URL will always be redirected to a correct URL.",2025-11-15T13:54:07.774293Z
11563,1,2025-11-15T13:55:07.203012Z,609,"[{""start"":69,""end"":72,""text"":""API"",""labels"":[""FEATURE""]},{""start"":93,""end"":100,""text"":""blogger"",""labels"":[""SERVICE""]},{""start"":93,""end"":100,""text"":""blogger"",""labels"":[""UI_ELEMENT""]},{""start"":129,""end"":136,""text"":""blogger"",""labels"":[""SERVICE""]},{""start"":129,""end"":136,""text"":""blogger"",""labels"":[""UI_ELEMENT""]}]",137.947,"i would use a python (or xyz) script and fetch the content via the API : def PrintAllPosts(blogger_service, blog_id):
  feed = blogger_service.GetFeed('/feeds/' + blog_id + '/posts/default')

  print feed.title.text
  for entry in feed.entry:
    print ""\t"" + entry.title.text
    print ""\t"" + entry.content.text
    print ""\t"" + entry.updated.text
  print run that via cron or whatever periodic mechanism is available.",2025-11-15T13:55:07.203012Z
11564,1,2025-11-15T13:55:22.209682Z,610,[],25.089,"Multi-user chat with history. Are there any web apps which allow multiple users to chat, while preserving the chat history for all to see?",2025-11-15T13:55:22.209682Z
11565,1,2025-11-15T13:55:36.335301Z,613,"[{""start"":79,""end"":86,""text"":""Firefox"",""labels"":[""APP""]}]",169.571,What services exist for checking a website loading time?. I know of YSlow with Firefox and http://webwait.com/ . Any other services around?,2025-11-15T13:55:36.335301Z
11566,1,2025-11-15T13:55:49.193903Z,614,"[{""start"":2,""end"":8,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":9,""end"":15,""text"":""Chrome"",""labels"":[""APP""]},{""start"":20,""end"":25,""text"":""Opera"",""labels"":[""APP""]},{""start"":39,""end"":44,""text"":""tools"",""labels"":[""UI_ELEMENT""]}]",186.392,"Google-Chrome and Opera have builtin tools to analyze websites, including loadtime.",2025-11-15T13:55:51.888677Z
11567,1,2025-11-15T13:56:01.568048Z,615,"[{""start"":2,""end"":8,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":22,""end"":27,""text"":""https"",""labels"":[""FEATURE""]},{""start"":41,""end"":47,""text"":""google"",""labels"":[""SERVICE""]}]",785.031,Google's Page Speed https://developers.google.com/speed/pagespeed/ AOL's WebPageTest http://www.webpagetest.org/ GTMetrix http://gtmetrix.com/ ‎,2025-11-15T13:56:01.568048Z
11568,1,2025-11-15T13:56:03.896704Z,619,"[{""start"":31,""end"":36,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":132,""end"":137,""text"":""Gmail"",""labels"":[""SERVICE""]}]",16.493,How can I use inline images in Gmail?. I'd like to insert an image in the contents of the email I'm sending. How can I do that with Gmail?,2025-11-15T13:56:06.198282Z
11569,1,2025-11-15T13:56:23.275472Z,626,"[{""start"":45,""end"":50,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":109,""end"":114,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":164,""end"":169,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":1230,""end"":1235,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":1247,""end"":1252,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":1289,""end"":1297,""text"":""Settings"",""labels"":[""UI_ELEMENT""]},{""start"":1306,""end"":1311,""text"":""Gmail"",""labels"":[""SERVICE""]}]",366.8,"From About.com : Insert an Image Inline in Gmail To add an inline image to an email you
  are composing in Gmail: Make sure rich text editing is turned on in the Gmail message you are
  composing and Insert images is
  enabled. If you see a Rich formatting » link above your message's text editor,
  click it. See below for turning on image insertion. Drag and drop the image from its folder to the desired position in the
  message. To use an image you found on the web,
  or to upload from your computer if
  dragging and dropping does not work: Position the text cursor where you want the image to appear. Click the Insert Image button in the message's formatting toolbar. To upload an image from your computer Click Choose File and open the desired graphic. You can click Choose File again to add another image while others are
  already uploading in the background. Make sure the desired image is highlighted. To use an image located on the web: Make sure Web address (URL) is selected. Enter the image's URL under Image URL. Click Add Image. Images you have uploaded from your
  computer remain available in the
  Insert Image dialog while you compose
  the message (but not for other
  emails). Enable Image Insertion in Gmail To turn on Gmail's Insert Image
  button: Follow the Settings link in Gmail. Go to the Labs tab. Make sure Enable is selected for Inserting images. Click Save Changes.",2025-11-15T13:56:23.275472Z
11570,1,2025-11-15T13:56:27.227602Z,628,"[{""start"":19,""end"":25,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":26,""end"":32,""text"":""Chrome"",""labels"":[""APP""]}]",117.92,"If you are using Google Chrome , you can simply drag and drop an image onto the email body to insert it. This works in the current dev version(6.0.447.0) but I am not sure about earlier versions.",2025-11-15T13:56:27.227602Z
11571,1,2025-11-15T13:57:07.590203Z,629,[],140.209,"Bing has used to have a similar service: Bing XRank Unfortunately, as of October 2010, Bing XRank has been shut down.",2025-11-15T13:57:07.590203Z
11572,1,2025-11-15T14:01:18.164037Z,630,"[{""start"":85,""end"":91,""text"":""Flickr"",""labels"":[""SERVICE""]},{""start"":95,""end"":101,""text"":""Picasa"",""labels"":[""APP""]}]",129.278,"There's a tool called Migratr , which makes it easy to transfer your pictures from Flickr to Picasa or vice versa.",2025-11-15T14:01:18.164037Z
11573,1,2025-11-15T14:01:29.026877Z,631,"[{""start"":12,""end"":23,""text"":""Google docs"",""labels"":[""SERVICE""]},{""start"":12,""end"":18,""text"":""Google"",""labels"":[""SERVICE""]}]",355.13,OneNote - Google docs doesn't offer anything that can replicate OneNote's note taking capabilities.,2025-11-15T14:01:29.026877Z
11574,1,2025-11-15T14:02:14.683026Z,632,"[{""start"":57,""end"":68,""text"":""Thunderbird"",""labels"":[""APP""]},{""start"":70,""end"":77,""text"":""Outlook"",""labels"":[""APP""]},{""start"":95,""end"":100,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":152,""end"":157,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":360,""end"":365,""text"":""Gmail"",""labels"":[""SERVICE""]}]",100.063,"How can I mark messages I read through an e-mail client (Thunderbird, Outlook...) as ""Read"" in Gmail?. I have an e-mail client set up to receive all my Gmail e-mail but without deleting it because quite often I'm not at home and still want to be able to read my mail. I just wondered if there is a way I can mark the mail that I read in my client as ""Read"" in Gmail, the webmail application.",2025-11-15T14:02:14.683026Z
11575,1,2025-11-15T14:02:31.407019Z,634,"[{""start"":136,""end"":142,""text"":""delete"",""labels"":[""UI_ELEMENT""]},{""start"":193,""end"":198,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":237,""end"":243,""text"":""google"",""labels"":[""SERVICE""]}]",394.165,"If you set up your mail client to use IMAP instead of POP access, all those things will happen automatically for you. eg Read status, deletes, folder moves etc will all be replicated back to Gmail. Here's how to set it up: http://mail.google.com/support/bin/answer.py?answer=78799",2025-11-15T14:02:31.407019Z
11576,1,2025-11-15T14:03:08.495077Z,635,"[{""start"":43,""end"":51,""text"":""Facebook"",""labels"":[""SERVICE""]},{""start"":56,""end"":64,""text"":""Facebook"",""labels"":[""SERVICE""]},{""start"":114,""end"":122,""text"":""Facebook"",""labels"":[""SERVICE""]},{""start"":228,""end"":232,""text"":""Hide"",""labels"":[""FEATURE""]}]",353.598,"Preventing apps from posting on my wall on Facebook. On Facebook, whenever a friend of mine does something with a Facebook application he/she uses, a post appears on my wall related to that. I can click on that post and select ""Hide xxxxx application"" to eliminate future disturbances. Is it possible to disable those annoying posts completely?",2025-11-15T14:03:08.495077Z
11577,1,2025-11-15T14:07:01.434494Z,636,"[{""start"":93,""end"":101,""text"":""LinkedIn"",""labels"":[""SERVICE""]}]",386.391,"AFAIK there isn't a (native) solution to get notified when someone disconnects from you on LinkedIn. However, I would also think it's inappropriate. It's like saying: I no longer want to talk to you! Kthxbye! Furthermore, what use does it have, if that person actively decided no longer to be in touch with you, it's unlikely you can change his mind (or not worth trying)",2025-11-15T14:07:01.434494Z
11578,1,2025-11-15T14:07:14.574170Z,637,"[{""start"":17,""end"":25,""text"":""Facebook"",""labels"":[""SERVICE""]}]",363.69,"How much data do Facebook applications have access to?. When I allow an application to access my data, what information can it actually access?",2025-11-15T14:07:14.574170Z
11579,1,2025-11-15T14:07:35.147193Z,639,"[{""start"":37,""end"":44,""text"":""Twitter"",""labels"":[""SERVICE""]},{""start"":46,""end"":53,""text"":""Twitter"",""labels"":[""SERVICE""]},{""start"":203,""end"":210,""text"":""Twitter"",""labels"":[""SERVICE""]},{""start"":315,""end"":322,""text"":""Twitter"",""labels"":[""SERVICE""]}]",78.278,"How to know when a user unfollows on Twitter. Twitter sends an email notification mentioning so-and-so-person [with their tweets, followers, etc info] is following me, the moment someone follows me. But Twitter does not send any email after someone unfollows me.
Is it possible to know when someone unfollows me on Twitter?",2025-11-15T14:07:35.147193Z
11580,1,2025-11-15T14:07:54.916639Z,640,"[{""start"":3,""end"":8,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":223,""end"":228,""text"":""GMail"",""labels"":[""SERVICE""]},{""start"":483,""end"":488,""text"":""GMail"",""labels"":[""SERVICE""]}]",349.509,"In Gmail can I set up a filter for all messages between a group of people?. I run a choir consisting of a few friends (12 to be precise) and we tend to communicate via mass email to each other. I want to set up a filter in GMail so that it will label all emails to do with the choir. My problem is that filtering based on a list of who the message was sent to doesn't work because each time exactly one name will be missing from the recipient list - the email sender! Can I set up a GMail filter that triggers if a list of addresses contains the sender and recipients? Edit: I could do this with a series of filters such as: FROM: <Person1> TO: <Person2> .. <Person12>
  FROM: <Person2> TO: <Person1>, <Person3> .. <Person12>
  ...
  FROM: <Person12> TO: <Person1> .. <Person11> But that seems overly laborious.",2025-11-15T14:07:54.916639Z
11581,1,2025-11-15T14:08:05.829744Z,643,[],113.204,"There are a few services and bots out there that perform this function, but the easiest to use appear to be Qwitter and TwUnfollow .",2025-11-15T14:08:05.829744Z
11582,1,2025-11-15T14:08:22.290940Z,646,"[{""start"":34,""end"":37,""text"":""API"",""labels"":[""FEATURE""]},{""start"":77,""end"":83,""text"":""Google"",""labels"":[""SERVICE""]}]",333.671,"Web LanguageTranslation services (APIs) available out there. I know there is Google Translate, which some people say is a bit ""mechanical"" in its translation though it is great. Can we list the translation web services out there and any pros and cons?",2025-11-15T14:08:22.290940Z
11583,1,2025-11-15T14:08:40.480880Z,647,[],177.484,"the filter for the sender is ""from:"" ... combine that with the other recipients.",2025-11-15T14:08:40.480880Z
11584,1,2025-11-15T14:08:58.071618Z,649,[],101.043,"I use http://goodbyebuddy.com/ . Works well, with a nice responsive UI",2025-11-15T14:08:58.071618Z
11585,1,2025-11-15T14:09:12.811271Z,650,[],417.368,"The only ones I've found that don't totally suck, are ... http://campfirenow.com/ http://talkerapp.com/ http://www.hipchat.com/ edit: and now webapps very own chat! http://chat.webapps.stackexchange.com/",2025-11-15T14:09:12.811271Z
11586,1,2025-11-15T14:09:26.094715Z,651,"[{""start"":2,""end"":8,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":29,""end"":32,""text"":""API"",""labels"":[""FEATURE""]},{""start"":172,""end"":175,""text"":""API"",""labels"":[""FEATURE""]},{""start"":438,""end"":441,""text"":""API"",""labels"":[""FEATURE""]},{""start"":495,""end"":499,""text"":""word"",""labels"":[""APP""]},{""start"":586,""end"":592,""text"":""google"",""labels"":[""SERVICE""]},{""start"":597,""end"":600,""text"":""api"",""labels"":[""FEATURE""]}]",384.35,"Google provides a language API to translate text/block of texts. Using it, you may translate as well as transliterate (in case of Hindi and alike) With the AJAX Language API, you can
  translate and detect the language of
  blocks of text within a webpage using
  only Javascript. In addition, you can
  enable transliteration on any
  textfield or textarea in your web
  page. For example, if you were
  transliterating to Hindi, this API
  will allow users to phonetically spell
  out Hindi words using English and have
  them appear in the Hindi script. Download Link: http://code.google.com/apis/ajaxlanguage/",2025-11-15T14:09:26.094715Z
11587,1,2025-11-15T14:09:43.178217Z,652,"[{""start"":121,""end"":127,""text"":"" block"",""labels"":[""FEATURE""]},{""start"":148,""end"":156,""text"":""facebook"",""labels"":[""SERVICE""]},{""start"":233,""end"":241,""text"":""facebook"",""labels"":[""SERVICE""]},{""start"":275,""end"":281,""text"":"" block"",""labels"":[""FEATURE""]}]",344.355,There is a greasemonkey script for blocking all pending invitations you currently have but there is obviously no way to block all applications in facebook with one click - this would pretty much destroy the whole business model of facebook. It shouldn't be too stressful to block the apps as they come - I did this for one week and now it happens VERY VERY rarely that I ever see a new app on my wall. There are 5 to 10 annoying apps that are wide spread - once you blocked them it should be very quiet on your wall.,2025-11-15T14:09:43.178217Z
11588,1,2025-11-15T14:09:51.425584Z,654,[],207.805,"It used to be that applications had full access to all your data, but now it's more restricted: instead of granting access to all of their profile data when engaging with an application for the first time, users will now authorize only specific categories of user data – like interests, gender, or their current city, for example. With the changes, when developers want to access new profile information fields not granted in the original application authorization, they’ll need to ask for explicit permission. Source So the application should ask you for permission and tell you which categories of data it wants access to. So if you're not happy about letting an application having access to your photos, for example, you should be able to tell and not install it.",2025-11-15T14:09:51.425584Z
11589,1,2025-11-15T14:10:09.717263Z,655,"[{""start"":71,""end"":76,""text"":""Gmail"",""labels"":[""SERVICE""]},{""start"":94,""end"":101,""text"":""Twitter"",""labels"":[""SERVICE""]},{""start"":103,""end"":111,""text"":""Facebook"",""labels"":[""SERVICE""]}]",925.073,"You can use a nice webapp (sic!) called Backupify to backup all your Gmail data (along with Twitter, Facebook and a bunch of other stuff).",2025-11-15T14:10:09.717263Z
11590,1,2025-11-15T14:10:24.596228Z,656,"[{""start"":2,""end"":10,""text"":""Facebook"",""labels"":[""SERVICE""]},{""start"":86,""end"":102,""text"":""privacy settings"",""labels"":[""FEATURE""]},{""start"":86,""end"":102,""text"":""privacy settings"",""labels"":[""UI_ELEMENT""]},{""start"":94,""end"":102,""text"":""settings"",""labels"":[""UI_ELEMENT""]},{""start"":176,""end"":184,""text"":""Facebook"",""labels"":[""SERVICE""]},{""start"":346,""end"":354,""text"":""Facebook"",""labels"":[""SERVICE""]},{""start"":506,""end"":514,""text"":""Facebook"",""labels"":[""SERVICE""]}]",247.112,"Facebook has access to all friendship-data on their site, even if you lock down the privacy settings. As an addition many users share their contact-book or even e-mails with Facebook. Most peoples have filled out their profile quite decent so it has data about your school, your employer, your current place, your interests and so on. Although Facebook states it does not use it, they can track all users (and even non-users) across many websites via the ""like""-button which is transcluded directly from Facebook. From this data it can calculate this friend requests.",2025-11-15T14:10:24.596228Z
11591,1,2025-11-15T14:10:48.937846Z,657,"[{""start"":105,""end"":112,""text"":""Twitter"",""labels"":[""SERVICE""]}]",205.422,"How can I backup all of my tweets?. Is there a way to download a backup of all of my own tweets, in case Twitter ever goes down for good?",2025-11-15T14:10:48.937846Z
11592,1,2025-11-15T14:11:46.174998Z,659,[],200.745,It does not have any other options except making a screenshot but worth mentioning it: http://browsershots.org/ For editing you can use then some of the Online editing software,2025-11-15T14:11:46.174998Z
11593,1,2025-11-15T14:11:48.612014Z,660,"[{""start"":44,""end"":55,""text"":""Google Docs"",""labels"":[""SERVICE""]},{""start"":44,""end"":50,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":69,""end"":75,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":86,""end"":92,""text"":""Google"",""labels"":[""SERVICE""]}]",188.432,"One of the other main differences is that Google Docs is hosted by Google, and only Google, whereas Office Web Apps can be hosted on your own server, thereby giving you control.",2025-11-15T14:11:48.612014Z
11594,1,2025-11-15T14:12:06.375315Z,664,"[{""start"":41,""end"":47,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":56,""end"":62,""text"":""Google"",""labels"":[""SERVICE""]}]",132.71,How to get more accurate 'Read' stats in Google Reader. Google Reader provides stats on the % Read for each feed. The problem is that most of these(for me at least) are at 100% so are not very useful. I use the 'j' shortcut key to flick through the unread items but this automatically marks the item as read even if I didn't actually read it. How do I mark an item as 'not new' so that the stats provide an accurate view of my feed reading habits?,2025-11-15T14:12:06.375315Z
11595,1,2025-11-15T14:14:15.768722Z,665,"[{""start"":43,""end"":49,""text"":""Amazon"",""labels"":[""SERVICE""]},{""start"":90,""end"":97,""text"":""Dropbox"",""labels"":[""SERVICE""]},{""start"":152,""end"":158,""text"":""Amazon"",""labels"":[""SERVICE""]}]",125.617,"Is there a tool to sync files from a PC to Amazon S3 or Azure Storage?. While I have used Dropbox, I was wondering if there was a tool to sync files to Amazon S3 to gain the resiliency and reliability (though there would be a cost implication).",2025-11-15T14:14:15.768722Z
11596,1,2025-11-15T14:14:30.792209Z,666,[],34.482,"Haven't tried it myself, but maybe you can create a Smart List for your tag and then share it with the appropriate contact.",2025-11-15T14:14:31.148210Z
11597,1,2025-11-15T14:14:43.383811Z,668,"[{""start"":117,""end"":122,""text"":""https"",""labels"":[""FEATURE""]},{""start"":148,""end"":155,""text"":""Archive"",""labels"":[""UI_ELEMENT""]},{""start"":184,""end"":191,""text"":""archive"",""labels"":[""UI_ELEMENT""]},{""start"":279,""end"":286,""text"":""twitter"",""labels"":[""SERVICE""]},{""start"":294,""end"":301,""text"":""outlook"",""labels"":[""APP""]},{""start"":301,""end"":306,""text"":"".html"",""labels"":[""FILE_TYPE""]},{""start"":384,""end"":391,""text"":""twitter"",""labels"":[""SERVICE""]},{""start"":408,""end"":413,""text"":"".html"",""labels"":[""FILE_TYPE""]},{""start"":460,""end"":467,""text"":""twitter"",""labels"":[""SERVICE""]},{""start"":539,""end"":546,""text"":""twitter"",""labels"":[""SERVICE""]},{""start"":623,""end"":628,""text"":""https"",""labels"":[""FEATURE""]},{""start"":656,""end"":663,""text"":""twitter"",""labels"":[""SERVICE""]},{""start"":667,""end"":670,""text"":""pdf"",""labels"":[""FILE_TYPE""]}]",318.163,List of Services http://www.backupify.com/ http://tweetbackup.com/ http://backupmytweets.com/ http://twistory.net/ https://gimmebar.com/ Saved to Archive http://www.readwriteweb.com/archives/how_to_backup_and_search_all_your_friends_tweets_i.php http://www.techhit.com/TwInbox/twitter_plugin_outlook.html http://thinkupapp.com/ Scripts http://morethanseven.net/2007/11/23/archiving-twitter-data-with-python.html (Python) http://www.adamfranco.com/2008/10/13/twitter-export-script/ (PHP) http://blog.jphpsf.com/2012/05/07/backing-up-your-twitter-account-with-t/ (Ruby) Self Hosted http://pongsocket.com/tweetnest/ Desktop https://sourceforge.net/projects/twitter-to-pdf/,2025-11-15T14:14:43.383811Z
11598,1,2025-11-15T14:15:21.007712Z,669,"[{""start"":368,""end"":373,""text"":""album"",""labels"":[""UI_ELEMENT""]},{""start"":470,""end"":475,""text"":""tools"",""labels"":[""UI_ELEMENT""]}]",117.789,"How can I keep the My Pictures folder synchronised with SmugMug?. How can I keep the My Pictures folder synchronized with my SmugMug account? Ideally, I would like new folders added to My Pictures to be automatically added and edits automatically uploaded.  However, I also want the possibility of deleting a folder from My Pictures without deleting the corresponding album from SmugMug. However, I recognize this may be a little demanding.  If so, what synchronization tools are available, and what are their capabilities?",2025-11-15T14:15:21.007712Z
11599,1,2025-11-15T14:15:42.273727Z,671,"[{""start"":217,""end"":225,""text"":""Facebook"",""labels"":[""SERVICE""]}]",394.723,"The new permissions model is now live, giving you, the use, more detail into what exactly is made available to the application. Source With this new authorization process, when you log into an application with your Facebook account, the application will only be able to access the public parts of your profile by default. To access the private parts of your profile, the application has to explicitly ask for your permission.",2025-11-15T14:15:42.273727Z
11600,1,2025-11-15T14:16:02.876470Z,672,"[{""start"":42,""end"":50,""text"":""Evernote"",""labels"":[""SERVICE""]},{""start"":85,""end"":93,""text"":""Evernote"",""labels"":[""SERVICE""]},{""start"":190,""end"":198,""text"":""Evernote"",""labels"":[""SERVICE""]}]",420.054,Can I get a dump of the data stored in my Evernote account?. Let say I want to leave Evernote but I want to get at least a rough backup of my data. Can I get a dump of the data stored in my Evernote account?,2025-11-15T14:16:02.876470Z
11601,1,2025-11-15T14:16:22.001814Z,673,[],206.068,Use the n (next) and p (previous) shortcuts instead of j / k to select the next item in the list view without opening it .,2025-11-15T14:16:22.001814Z
11602,1,2025-11-15T14:16:33.733294Z,674,"[{""start"":30,""end"":38,""text"":""contacts"",""labels"":[""APP""]},{""start"":72,""end"":80,""text"":""contacts"",""labels"":[""APP""]}]",588.219,"Is there a service to keep my contacts synchronised?. I need to keep my contacts in sync across several devices: smartphone, dumb phone, PC, and also have access to them on the web from any connected device. What would be the best way to achieve that?",2025-11-15T14:16:33.733294Z
11603,1,2025-11-15T14:17:03.815019Z,675,"[{""start"":16,""end"":22,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":41,""end"":49,""text"":""Evernote"",""labels"":[""SERVICE""]},{""start"":91,""end"":97,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":145,""end"":153,""text"":""Evernote"",""labels"":[""SERVICE""]}]",245.959,"How to transfer Google Notebooks over to Evernote?. I have a certain amount of notes in my Google Notebook . How do I transfer this data over to Evernote , without losing any meta information such as ""tags""?",2025-11-15T14:17:03.815019Z
11604,1,2025-11-15T14:17:13.775670Z,676,[],157.663,You could use the software found at http://www.superflexible.com/ . It is not free and is sometimes not the most intuitive to use - mostly because of the myriad of options available. But it does support syncing to S3. It can be configured to run at set intervals or watch a folder for changes and you can run it as a service so it is mostly invisible.,2025-11-15T14:17:13.775670Z
11605,1,2025-11-15T14:18:00.992312Z,677,"[{""start"":83,""end"":89,""text"":""Google"",""labels"":[""SERVICE""]}]",212.304,"Why are web apps/sites ranked on top of others on the major search engines such as Google, Bing in simple terms. I need to understand, from a users point of view (layman terms), what is it that makes search engines rank web apps above others when returning search results.",2025-11-15T14:18:00.992312Z
11606,1,2025-11-15T14:18:16.920115Z,678,"[{""start"":17,""end"":25,""text"":""Evernote"",""labels"":[""SERVICE""]},{""start"":91,""end"":97,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":247,""end"":253,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":305,""end"":310,""text"":""https"",""labels"":[""FEATURE""]},{""start"":317,""end"":325,""text"":""evernote"",""labels"":[""SERVICE""]},{""start"":330,""end"":336,""text"":""Google"",""labels"":[""SERVICE""]},{""start"":362,""end"":368,""text"":""import"",""labels"":[""UI_ELEMENT""]}]",109.949,"Seems like the Evernote folks have written something especially for this case: Sign into Google Notebook Click on a notebook that you want to export Click the Export link at the bottom of the page Choose ‘Atom’ from the export options. Save the Google Atom Notebook file to your desktop Then go over to https://www.evernote.com/GoogleNotebooks.action and just import the created ""Atom"". Repeat for all notebooks.",2025-11-15T14:18:16.920115Z
